f0,f1
3.651031203705062e-09,1.0602762369450371
0.8490993442574517,-0.7434858254953137
0.8241732606049694,-0.44778243405858814
0.6532273080287974,-0.42628335277619495
0.6192206196626493,-0.10054132458482544
0.45312692870404525,-0.09763071305399777
0.41052376436737753,0.26993970933873895
0.257226509545346,0.28053030667609213
0.18146331259680085,0.7065823375383155
0.08624758309851696,0.7067905319111282
0.8359040637977646,-0.6331726804249519
0.019846163617791318,0.8848498864010507
0.013746533060680688,0.9288738451989034
0.058765145232889004,0.7476015603219807
0.19055721645738602,0.6652635643188736
0.8398833380152371,-0.6752951307177453
0.024554437370964757,0.8641999279051776
0.648099076036773,-0.41755445765562116
0.06358639418560962,0.7230401050464534
0.005522168037208897,0.9688024542352183
0.43075622679963566,0.026940508809538265
0.21086702126408213,0.5356886005737541
0.011150777131655937,0.9513661865860463
0.8336335638605237,-0.5888585222822524
0.6425463562664967,-0.38243407732509876
0.8322547969917927,-0.5836012514054165
0.4280829518072983,0.06466341795607417
0.43788275248795294,-0.02300043833197563
0.20178963823353632,0.5782545336963011
0.003519219934056003,0.9956971070341606
0.8266973282495035,-0.49380208746844795
0.41536407115728646,0.20590232940248038
0.24898781795740807,0.3021874454420117
0.8252307971489231,-0.46481991315101573
0.8278734717847593,-0.5116584459641595
0.41793554297166136,0.16418912562922156
0.634879859627066,-0.32987602279734535
0.052215164866378005,0.77454553707071
0.0010777273986000702,1.0207842396824158
0.8295439469649821,-0.5406654138302984
0.4136637508406249,0.23266524776333888
0.23068945967978555,0.37436764566150615
0.636213528745479,-0.34783429749194744
0.6226444623662185,-0.16368420843195491
0.43376797083754043,0.004277385370682285
0.42165588720669356,0.13607108966577391
0.19951021622118448,0.6020990681184902
0.21922487435906507,0.44500924326101554
0.23429454280341522,0.35474889128691645
0.1964883952612485,0.6142000532897867
0.038437915732469435,0.8232497791658434
0.2283354114900346,0.3914268946955086
0.21195955129071808,0.5009936713491338
0.07515848225994742,0.7206133700970822
0.44558032838333317,-0.07156332609316177
0.633468536492432,-0.302660223202485
0.19512662450475576,0.63947039885075
0.6285813270882947,-0.24388700412113726
0.23498120127507593,0.33671906263087875
0.4408232789108688,-0.035044098391861
0.841338197664208,-0.6935360587805209
0.031510997951451944,0.8438621353167967
0.6208910941904052,-0.12594312300167085
0.20391487933918434,0.5581756361616566
0.2530674526996688,0.284016463384604
0.24015029901605853,0.32434021833571364
0.6318563077010766,-0.29284710358189475
0.6386998034532377,-0.37097849953442086
0.04339109003626124,0.8171158201877721
0.0790482523680803,0.7117136842937467
0.4253175005603204,0.0719226829471719
0.2057387875457212,0.5473920664993615
0.4511837302095308,-0.08574626295994557
0.21737832151713665,0.47767343282446534
0.03263614349519106,0.8402202684981109
0.21312589533226342,0.4950169574731594
0.049499018499752204,0.7786109174743582
0.6272538299102153,-0.22983534828839614
0.22673167786246895,0.4114347116007084
0.8294904033906084,-0.5391937106688575
0.8447993283185957,-0.7215802118060017
0.8482139617947554,-0.7387679311244661
0.42506736141042445,0.09559302064206877
0.044778308735864525,0.7931968623447528
0.6298435873589622,-0.267573354663829
0.0031711330216210587,1.016550634716899
0.4112249465830301,0.2467296273114118
0.6218710629940157,-0.14004167417137198
0.6257653154016608,-0.2099120740790637
0.6307800490798203,-0.2697237969634692
0.6247719592353136,-0.18760672062020067
0.4228890670978554,0.11186281753206416
0.43207554206961163,0.013285432019571896
0.4420923180531887,-0.05670978274247335
0.22408634726663915,0.4290507646999347
0.624741828188907,-0.18276870993619368
0.8435487703437969,-0.7096523932274491
0.044566024924695996,0.7986996244991494
0.4218850045193334,0.12476223068703622
0.24261105608313144,0.31323137970929715
