f0,f1
4.661046021092741e-06,1.0440043735240194
0.986044227316851,0.025571083722667136
0.7024162625860698,0.1856671595179232
0.26229479676924383,0.5196897428556613
0.09278516379323157,0.7295360625263659
0.6310110294787232,0.23586994508847348
0.08203973686959515,0.7563333232439002
0.7264639311633206,0.17345177977108747
0.1498593549915479,0.6440684896932624
0.23763053180871513,0.5355317255705496
0.1447990214926827,0.6634159245431794
0.6481760882503329,0.22223454235072557
0.16366637371064197,0.6260194952175078
0.8620967696882588,0.09876156058313453
0.011707115783872846,0.9341991182421641
0.2789762102397132,0.5094873213140003
0.5707297104972624,0.27816367177501833
0.12728291594600416,0.6759843927396011
0.5750625233057535,0.26740231711532275
0.18246448985792912,0.601050340870653
0.8864121930818978,0.0850113953955941
0.5442666909950915,0.28472204400508955
0.3898077215929697,0.407141431466201
0.49350398713517935,0.32902544929066013
0.11356249105604835,0.7065440935411572
0.03342979163253723,0.8586635195231168
0.4348750800670578,0.3689797805849159
0.5969250192473887,0.2571318571095108
0.126188122225001,0.6928908516701496
0.7668805051835523,0.14390930982190725
0.5049574679575078,0.3168694334181568
0.33595097915452754,0.4559195272723354
0.6138495584903403,0.24711465776593664
0.018625386332229987,0.9038793892205685
0.1070248025190833,0.7195841676047048
0.17201250314662486,0.6144162884896839
0.7590952445630782,0.15066967125518943
0.6846196113643154,0.20008403526455587
0.40472620582148955,0.39325059063909623
0.040467914329261,0.8373634629919547
0.8083189169592904,0.12241812300170239
0.3463637989735628,0.4383799974305964
0.9037878542216977,0.0743345329792711
0.42162417679482417,0.3804444269207467
0.4780398623468431,0.33597274530397836
0.2202816109712713,0.5763123770799942
0.3255682224126083,0.4614786514707386
0.8720055760484199,0.08901416206055966
0.3701784503749478,0.42796335667672897
0.8438856901758186,0.11203152268505447
0.3167679528462046,0.47514781061548617
0.5191124182218276,0.3008738660972802
0.7916664750265856,0.13965729109797081
0.6620727705569677,0.21520335111457742
0.9138974312673174,0.06546310317002442
0.0268274870657724,0.8798978320591782
0.3535462940090367,0.4315584544123368
0.2901823696828957,0.49738742954749365
0.7410749811297334,0.16152554233261102
0.9347440901675617,0.0572303536971156
0.792436209166642,0.13374094449023063
0.06261169148821025,0.7847296764624474
0.0030521337990744857,0.9995225645482897
0.1986312496144061,0.5942946990060562
0.23533222331340808,0.5479814308739449
0.4529343685793592,0.36665191499194216
0.020824743288417102,0.8991152030633851
0.0473026990952731,0.830087463412115
0.050425180428908256,0.8157680460190874
0.5148205705948289,0.3064027554391696
0.004609930916287308,0.9762205307106311
0.4693298843832105,0.34377510374127734
0.41367254613580595,0.38859019997156957
0.5414154781275726,0.2962772749480391
0.07112208262765532,0.7673087895019648
0.02892412248965487,0.8717671318315675
0.45997410409183165,0.347756562114788
0.6026266180181254,0.2511059573197655
0.9569263638738155,0.04322179802011465
0.666406979937664,0.20515115565661612
0.7374567460106152,0.16306781008346766
0.9733016646624706,0.036198424683541
0.07053278706699784,0.7726941798403579
0.20917040979574048,0.581438647260409
0.45627599279491576,0.358292280703935
0.8215743489479238,0.11464997814558452
0.2290058401058827,0.5627786067524674
0.8404488784774425,0.11462586485130817
9.835920590315706e-05,1.0373755324499778
0.31398165878937534,0.4872292686003706
0.2968577175764591,0.49302379821806175
0.9638118361512606,0.03868509469460787
0.6778466186135478,0.20441781042064908
0.9832025899262964,0.032371869068058064
0.30466611312907393,0.4876568990483936
0.37445578135782437,0.41460059220306783
0.376754089853337,0.41140852240173625
0.010201298434821704,0.9471198986579878
0.8193026810011049,0.1188699771842469
0.22914324364752517,0.5596214668359268
