f0,f1,f2
1.0344073366876438,1.75159643947692e-05,0.001345327485409382
7.334444421535508e-06,4.399818074220797e-09,1.0059381897245008
0.122824904764777,1.0051634530129252,1.3822910986987437e-08
1.5467758300063982e-09,6.633902273420289e-06,1.0075688449912836
0.006937563313875826,1.0068901128350174,0.23756432982014164
0.5922036789245739,0.3844228134370082,0.7113190303189746
0.9537922495277992,0.11475204738070399,0.3617251845754074
0.6190154980713515,0.16621549719052697,0.7824102220339259
0.5451616960852053,0.25303066314874945,0.8127512438711059
0.3663720690201117,0.8151858467937948,0.465019502072319
0.0851368179468874,0.6967350641949549,0.7230536084967015
0.35465808225584655,0.29405248026987296,0.9022469306871918
0.7405735578830999,0.40798781756226515,0.5603903537089562
0.41466771023332794,0.9194415362921767,0.06309505484203647
0.4073810775239216,0.08915093808993031,0.9227079875257335
0.8676629884238529,0.12910327461199234,0.5312827604932925
0.11851395219574411,0.07809288039793297,0.9942456506556374
0.6566209702363233,0.7653964364135277,0.003429572470685581
0.34396147318665626,0.9381700981886444,0.1362396899461995
0.9770457082771579,0.10153477812887285,0.3063839655181012
0.3113716765885962,0.2854037189127743,0.9205533529337168
0.2816547449131206,0.7929395203047832,0.5499584003501247
0.07017482082620306,0.5292298271242242,0.8576732126122284
0.253159717731819,0.5094940962757571,0.8294568612262443
0.7377892430886838,0.33157860963071545,0.6359882661784719
0.21563716852253453,0.945779275361132,0.264143354831808
0.6283430950556258,0.6700920490850952,0.4481147102546497
0.4920411450912363,0.7845012921773805,0.43116483634929226
0.8801526154340718,0.48582897076870574,0.017526951801403134
0.483356696821555,0.27482501905864926,0.8467539498858186
0.7447056134790108,0.19276939885964617,0.6442352988024334
0.72783169044853,0.58338640646022,0.38226897316246444
0.5195102454076632,0.8483667905172498,0.1797211731594979
0.6865583843778158,0.3659614582531319,0.6741346469824717
0.9696520290709514,0.14701710059213188,0.21586424534051923
1.001952955629712,0.051787710086092044,0.0004405334758035262
0.10325977609974939,0.45289481809982096,0.8875206303888387
0.7190526955135295,0.34683192317138983,0.6147158041729563
0.2684808689132911,0.17534872602372262,0.9562632882399907
0.4539993232407041,0.8662811768739758,0.26771234439011615
0.7721485062559791,0.640200223147474,0.1135351970303735
0.49698113920636466,0.06519100581536498,0.8781971722799332
0.69871829644216,0.7180909240443312,0.0778771738648387
0.7939125189248197,0.5466394342187422,0.3006440689997072
0.06096739912142081,0.9879154459311721,0.1992776443942546
0.4250481094904219,0.6944633432684212,0.5940316310276069
0.8573938993802279,0.5419227684829029,0.12132611413810525
0.83533202788585,0.5682433232042895,0.045507274152303455
0.5700956638528801,0.6641281265623155,0.4905340294871809
0.3938524173633297,0.4555115928453363,0.8058840054010977
0.6487192300579644,0.7502788272097997,0.16473883958891897
0.1370914165007629,0.2242228490962343,0.9774929921731742
0.7166596376030593,0.35754888176199207,0.6165735311853313
0.721037577543858,0.16089835619970147,0.6968741383531245
0.38559479644486166,0.8366403836901233,0.3979195045462204
0.5719586745145636,0.31868349639406024,0.7643897623103015
0.8453677507815611,0.024388348028863364,0.5527315390459816
0.19185344439535482,0.30957890521043785,0.9456374931249882
0.29733887781022195,0.8295519109540329,0.4937846987485263
0.3470990042844342,0.8442855699166925,0.41548843830681803
0.7509678794631642,0.4923974756493946,0.46905465636140253
0.697997852876803,0.5787207739802928,0.444292144373037
0.00755282716511209,0.9788257934388574,0.23094426446385194
0.4351976625838391,0.8723360592635102,0.28922343600724876
0.31123639753168775,0.9094913475883288,0.3216582410601057
1.0219158294132473,1.7304441536321606e-05,0.03742541925720168
0.10205980026918929,0.2423712925324999,0.9781303683270042
0.8376339429288312,0.21602575209556613,0.5048406552653547
0.5096089175473564,0.5033632572329363,0.7172223859023843
0.534677643771535,0.6232520460402378,0.5835054532068704
0.4683960552516017,0.7505621882946119,0.48244706781259467
0.8162627727060454,0.13731169831456908,0.5776681214070811
0.275504177905314,0.23690016098563932,0.9434156139492162
0.7003175389169178,0.7401129979205626,0.029819860893755545
0.1734885149520077,0.3167420741924886,0.9454938628470676
0.023061830544525198,0.6867233063447326,0.7499103924048656
0.14799162098734953,0.23476850620827033,0.9708321534560898
0.4306943525247532,0.6842893482765665,0.6625777696159952
0.33122629298056894,0.7344271187815772,0.628834659016677
0.08217357666933016,0.6745906835523141,0.757781787294834
0.9089103361272018,0.19768676360693013,0.3848957517987916
0.44326445442116835,0.8885056162425053,0.2644906422853171
0.10646950371493787,0.466972603848906,0.8799245404893192
0.04569959596018054,0.6861224124300844,0.7437634908648307
0.8186292254789631,0.26511507999730494,0.5211519869253362
0.33215554497480393,0.8994249361310231,0.33515429393488
0.3394595134918099,0.7288330029748591,0.6275430313873512
0.9714835280045369,0.1233389475793319,0.2155446081048013
0.9119696040680186,0.43062615039178537,0.08380906388046432
0.8233865296653746,0.5612064822045782,0.12608090265569766
0.2165227459505692,0.9496633960064803,0.2432832627485448
0.5278499084580915,0.15740867079417759,0.8364148119629478
0.24324508063901518,0.6197569250404819,0.7662946044726635
0.3935236615557422,0.9268171528636151,0.08422309042479016
0.02182857064700206,0.6499999286070315,0.7762119130968111
0.4732899068977542,0.8575831008127371,0.21559622621460622
0.6708266410667013,0.7399380944082785,0.10602105335541874
0.22731842568255525,0.45748745850100375,0.8704731763027144
0.2908432530905761,0.42007665623679397,0.8715710903860544
0.04357840270549485,0.6542753423946404,0.7717728722023296
