f0,f1
0.32984261008133037,0.891673146399061
1.3069419091019161e-15,1.0000789195960762
0.3175579047035504,0.899587886702662
0.2502100625776802,0.9375321632570106
0.23632335046628888,0.9443036179225974
0.2450162270828174,0.9400994644524184
0.3137063984039058,0.9021875207061364
0.2016085015890096,0.9595685370445106
0.19816735731806404,0.9608065970566311
7.632515623941151e-2,0.9942669962722128
0.2291693510570652,0.9475394081482348
0.3024627878766877,0.908813505278436
0.11951187547173937,0.9858079810003598
0.11122379818233516,0.9877502900414605
0.1057220437256076,0.9889600930792016
0.30518996183854025,0.9073138269719523
0.3209724476775452,0.8973325409246016
9.807400060941152e-2,0.9904955029804196
0.1937766584474408,0.9628925574044809
6.946607367704451e-2,0.9952974171040989
0.183160368570299,0.9665532493831227
1.1775167957496308e-2,0.9999061898386116
0.29205212895590815,0.9150161363137794
2.090231466607103e-2,0.9996825382825754
0.11641834998348642,0.9867619044600824
3.4808264624329524e-2,0.9988432324327169
9.051432420928823e-2,0.9919008246404946
0.2943633599451157,0.9135100388790953
0.2565876075089337,0.9343238404009692
0.3110494161981716,0.9034257226189057
8.20449312990744e-2,0.993365171384686
0.2728219031386184,0.9257441922969217
5.950220317366048e-2,0.9966035058352325
0.1527960658675122,0.9768104599953171
0.20623508904649393,0.9575364550179142
0.14726938052089836,0.9783828431362809
0.1603535762897375,0.9744846954990414
0.2988443430619043,0.9110545260023313
0.3263857651952286,0.8939322748822164
0.16562482913645982,0.9728394590954177
0.10083280262725865,0.9899675336731235
0.12624123930863076,0.9842052711008407
2.5281872361895883e-15,1.0000766009503417
0.131023229365269,0.9829313145679451
0.18758419951524188,0.9651460195599315
0.2707797600598377,0.9273195046460687
0.15580805857831406,0.9758186601379921
0.1422257859152764,0.9799235963138703
9.10846157594004e-2,0.9917607155672968
0.28580660045266976,0.9185190072692436
0.2682310042990127,0.9282066235191049
0.2892196708977976,0.9165513973279972
0.22001019152769674,0.9518792496110023
2.7411570287730447e-2,0.9993665270389656
0.2125871076598843,0.9548969681196455
0.28066748313391504,0.9215173994158059
0.275804633068639,0.9245784749354726
4.2047763986286915e-2,0.9983683585004676
0.3082834227600557,0.9053979183170973
0.16903629963323225,0.971588818894838
0.3284034589583229,0.8922983055208518
0.3231545156809883,0.8961539397221902
0.14897476291270834,0.9778824245111237
0.21087866296505098,0.9557233705168869
0.25350592672828387,0.9358615062330599
0.2777073561707177,0.9229640103706869
0.3244334665251206,0.8950780368732464
0.21611820483403973,0.9534250583437097
0.22112835613797677,0.951445192069123
0.1913228093373952,0.9635142545164987
0.28790395543265523,0.9173359985925912
0.24095256193127124,0.9427391055670475
3.026117888975599e-2,0.9991546819921727
0.26582990654747934,0.9299154903417775
0.13775366993594065,0.9811989366461646
0.18043045473445934,0.9676415400024662
5.413440515251498e-2,0.9971396467949737
0.30863350234447734,0.9049881541936489
0.1891562344716213,0.9645203576548727
0.1266130229394933,0.9840972537331777
8.178159173101571e-2,0.9934518587354609
0.24246088225029927,0.9412912500998517
0.2968557942153596,0.9121046987922493
0.2277162003785843,0.9482482542267255
0.26264417046292354,0.9312951568332952
0.13360337554938195,0.9823871909739835
0.25948454452117486,0.9327963220611937
0.21547772282592598,0.9536658517116241
0.20803892977647198,0.9567829109414651
0.2239874266598086,0.9500120588755809
0.2818655242663849,0.9208152533418933
0.13563310592991318,0.9817674814457068
0.1755280175575833,0.969305735482295
0.2542060546342785,0.9355484616508495
0.2255611824588871,0.9493146477745629
5.34539446487622e-2,0.9975140785460553
0.2660918781654359,0.9294851341801069
1.4505990593715497e-2,0.9998459962596983
6.399687512297612e-2,0.9959988009076788
0.17172658822715067,0.9707022290942117
